File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid0036,aid0036,2018-01-01,,,,,,1.0,,,3.0,,,,
LC_Type1_2018001_aid0037,aid0037,2018-01-01,,,,,,3.0,,,,,1.0,,
LC_Type1_2018001_aid0038,aid0038,2018-01-01,,,,,3.0,1.0,3.0,,2.0,,,,3.0
LC_Type1_2018001_aid0039,aid0039,2018-01-01,,,,,,6.0,,,3.0,,,,
LC_Type1_2018001_aid0040,aid0040,2018-01-01,,,,,,1.0,,,,12.0,,,
LC_Type1_2018001_aid0041,aid0041,2018-01-01,,,,,,6.0,1.0,,1.0,1.0,,,
LC_Type1_2018001_aid0042,aid0042,2018-01-01,,,,,2.0,4.0,3.0,,4.0,,,,1.0
LC_Type1_2018001_aid0043,aid0043,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0044,aid0044,2018-01-01,,,,,,4.0,1.0,,,,,,
LC_Type1_2018001_aid0045,aid0045,2018-01-01,,,,,,1.0,,,1.0,,,,
LC_Type1_2018001_aid0046,aid0046,2018-01-01,,,,,,5.0,,,1.0,,,,
LC_Type1_2018001_aid0047,aid0047,2018-01-01,,,,,,3.0,,,1.0,,,,
LC_Type1_2018001_aid0048,aid0048,2018-01-01,,,,,,3.0,2.0,,14.0,,,,2.0
LC_Type1_2018001_aid0049,aid0049,2018-01-01,,,,,,2.0,,,9.0,,,,
LC_Type1_2018001_aid0050,aid0050,2018-01-01,,,,,,2.0,,,2.0,3.0,,,
LC_Type1_2018001_aid0051,aid0051,2018-01-01,,,,,,2.0,,,2.0,,,,
LC_Type1_2018001_aid0052,aid0052,2018-01-01,,,,,,2.0,,,,,2.0,,
LC_Type1_2018001_aid0053,aid0053,2018-01-01,,,,,,3.0,,,1.0,,,,
LC_Type1_2018001_aid0054,aid0054,2018-01-01,,,,,,6.0,6.0,,1.0,,,,
LC_Type1_2018001_aid0055,aid0055,2018-01-01,,,,,,4.0,1.0,,4.0,1.0,,,
LC_Type1_2018001_aid0056,aid0056,2018-01-01,,,,,14.0,8.0,,,,,,,
LC_Type1_2018001_aid0057,aid0057,2018-01-01,,,,,,,,,1.0,2.0,,,
LC_Type1_2018001_aid0058,aid0058,2018-01-01,,20.0,4.0,,26.0,10.0,,,,,,,
LC_Type1_2018001_aid0059,aid0059,2018-01-01,,,,,1.0,3.0,1.0,,11.0,,,,
LC_Type1_2018001_aid0060,aid0060,2018-01-01,,,,,,,,,,4.0,,,
LC_Type1_2018001_aid0061,aid0061,2018-01-01,,3.0,,,12.0,1.0,8.0,,,,,,1.0
LC_Type1_2018001_aid0062,aid0062,2018-01-01,,200.0,,,123.0,74.0,1.0,,,,,,
LC_Type1_2018001_aid0063,aid0063,2018-01-01,,11.0,,,52.0,28.0,21.0,2.0,1.0,,,,3.0
LC_Type1_2018001_aid0064,aid0064,2018-01-01,,,,,3.0,3.0,18.0,3.0,2.0,,,,5.0
LC_Type1_2018001_aid0065,aid0065,2018-01-01,,4.0,,,12.0,15.0,13.0,,1.0,1.0,,,
LC_Type1_2018001_aid0066,aid0066,2018-01-01,,11.0,,,33.0,6.0,21.0,3.0,1.0,,,,2.0
LC_Type1_2018001_aid0067,aid0067,2018-01-01,,27.0,,,23.0,7.0,18.0,,,,,,
LC_Type1_2018001_aid0068,aid0068,2018-01-01,,,,,2.0,3.0,7.0,2.0,2.0,,,,6.0
LC_Type1_2018001_aid0069,aid0069,2018-01-01,,1.0,,,7.0,11.0,25.0,2.0,2.0,6.0,,,4.0
LC_Type1_2018001_aid0070,aid0070,2018-01-01,,,,,7.0,,28.0,1.0,3.0,2.0,,,4.0
LC_Type1_2018001_aid0071,aid0071,2018-01-01,,88.0,,,36.0,35.0,31.0,,,,,,
LC_Type1_2018001_aid0072,aid0072,2018-01-01,,160.0,,,4.0,3.0,,,,,,,
LC_Type1_2018001_aid0073,aid0073,2018-01-01,,314.0,,,53.0,36.0,,,,,,,
LC_Type1_2018001_aid0074,aid0074,2018-01-01,,219.0,,,165.0,131.0,3.0,,,,,,
LC_Type1_2018001_aid0075,aid0075,2018-01-01,,,,,3.0,2.0,2.0,,8.0,,,,
LC_Type1_2018001_aid0076,aid0076,2018-01-01,,,,,7.0,3.0,1.0,,,,,,
LC_Type1_2018001_aid0077,aid0077,2018-01-01,,,,,,4.0,1.0,,3.0,,,,
LC_Type1_2018001_aid0078,aid0078,2018-01-01,,,,,,11.0,2.0,,7.0,,,,
LC_Type1_2018001_aid0079,aid0079,2018-01-01,,,,,,,,,13.0,,,,
LC_Type1_2018001_aid0080,aid0080,2018-01-01,,,,,1.0,2.0,4.0,,7.0,,,,
LC_Type1_2018001_aid0081,aid0081,2018-01-01,,,,,,2.0,2.0,,14.0,,,,
LC_Type1_2018001_aid0082,aid0082,2018-01-01,,,,,2.0,3.0,4.0,,13.0,3.0,,,
LC_Type1_2018001_aid0083,aid0083,2018-01-01,,,,,,7.0,2.0,,,,,,
LC_Type1_2018001_aid0084,aid0084,2018-01-01,,,,,3.0,9.0,4.0,,14.0,,,,
LC_Type1_2018001_aid0085,aid0085,2018-01-01,,,,,,2.0,1.0,,,,,,
LC_Type1_2018001_aid0086,aid0086,2018-01-01,,,,,1.0,12.0,,,,,,,
LC_Type1_2018001_aid0087,aid0087,2018-01-01,,,,,2.0,,6.0,,6.0,7.0,,,
LC_Type1_2018001_aid0088,aid0088,2018-01-01,,,,,,,,,10.0,,,,
LC_Type1_2018001_aid0089,aid0089,2018-01-01,,,,,,,1.0,,5.0,,,,
LC_Type1_2018001_aid0090,aid0090,2018-01-01,,,,,3.0,6.0,2.0,,15.0,,,,
LC_Type1_2018001_aid0091,aid0091,2018-01-01,,,,,,,2.0,,6.0,,,,
LC_Type1_2018001_aid0092,aid0092,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0093,aid0093,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0094,aid0094,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0095,aid0095,2018-01-01,,,,,,,,,1.0,1.0,,,
LC_Type1_2018001_aid0096,aid0096,2018-01-01,,,,,,,,,2.0,,,,
LC_Type1_2018001_aid0097,aid0097,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0098,aid0098,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0099,aid0099,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0100,aid0100,2018-01-01,,,,,,,,,1.0,1.0,,,
LC_Type1_2018001_aid0101,aid0101,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0102,aid0102,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0103,aid0103,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0104,aid0104,2018-01-01,,,,,,,,,1.0,,,,
LC_Type1_2018001_aid0105,aid0105,2018-01-01,,,,,2.0,,6.0,,7.0,2.0,,,
LC_Type1_2018001_aid0106,aid0106,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0107,aid0107,2018-01-01,,,,,,,,,2.0,1.0,,,
LC_Type1_2018001_aid0108,aid0108,2018-01-01,,,,,,,,,1.0,9.0,,,
LC_Type1_2018001_aid0109,aid0109,2018-01-01,,,,,,,,,2.0,,,,
LC_Type1_2018001_aid0110,aid0110,2018-01-01,,,,,,,,,2.0,,,,
LC_Type1_2018001_aid0111,aid0111,2018-01-01,,,,,1.0,1.0,8.0,,15.0,1.0,,,
LC_Type1_2018001_aid0112,aid0112,2018-01-01,,,,,2.0,3.0,3.0,,7.0,,,,
LC_Type1_2018001_aid0113,aid0113,2018-01-01,,,,,,7.0,4.0,,3.0,,,,
LC_Type1_2018001_aid0114,aid0114,2018-01-01,,,,,,7.0,,,5.0,,,,
LC_Type1_2018001_aid0115,aid0115,2018-01-01,,,,,,1.0,,,4.0,1.0,,,
LC_Type1_2018001_aid0116,aid0116,2018-01-01,,,,,,,,,5.0,,1.0,,
LC_Type1_2018001_aid0117,aid0117,2018-01-01,,,,,,3.0,1.0,,,,,,2.0
LC_Type1_2018001_aid0118,aid0118,2018-01-01,,,,,,4.0,,,9.0,,,,
LC_Type1_2018001_aid0119,aid0119,2018-01-01,,,,,,,,,9.0,,,,
LC_Type1_2018001_aid0120,aid0120,2018-01-01,,1.0,,,9.0,20.0,,,1.0,,,,
LC_Type1_2018001_aid0121,aid0121,2018-01-01,,,,,,1.0,,,4.0,,,,
LC_Type1_2018001_aid0122,aid0122,2018-01-01,,,,,,14.0,8.0,,12.0,,,,
LC_Type1_2018001_aid0123,aid0123,2018-01-01,,,,,,4.0,1.0,,,,,,4.0
LC_Type1_2018001_aid0124,aid0124,2018-01-01,,,,,,6.0,2.0,,2.0,,,,1.0
LC_Type1_2018001_aid0125,aid0125,2018-01-01,,,,,,1.0,,,3.0,1.0,,,
LC_Type1_2018001_aid0126,aid0126,2018-01-01,,,,,1.0,6.0,3.0,,7.0,,,,
LC_Type1_2018001_aid0127,aid0127,2018-01-01,,,,,5.0,10.0,,,2.0,,,,
LC_Type1_2018001_aid0128,aid0128,2018-01-01,,,,,,7.0,5.0,,18.0,,,,1.0
LC_Type1_2018001_aid0129,aid0129,2018-01-01,,,,,,3.0,1.0,,19.0,,,,
LC_Type1_2018001_aid0130,aid0130,2018-01-01,,,,,,5.0,1.0,,3.0,,,,
LC_Type1_2018001_aid0131,aid0131,2018-01-01,,,,,3.0,10.0,2.0,,5.0,,,,
LC_Type1_2018001_aid0132,aid0132,2018-01-01,,8.0,,,21.0,8.0,1.0,,7.0,,,,
LC_Type1_2018001_aid0133,aid0133,2018-01-01,,,,,2.0,8.0,4.0,,9.0,1.0,,,
LC_Type1_2018001_aid0134,aid0134,2018-01-01,,7.0,12.0,,63.0,30.0,1.0,,13.0,,,,
LC_Type1_2018001_aid0135,aid0135,2018-01-01,,,,,,8.0,2.0,,2.0,,,,
LC_Type1_2018001_aid0136,aid0136,2018-01-01,,,,,,4.0,2.0,1.0,4.0,,,,3.0
LC_Type1_2018001_aid0137,aid0137,2018-01-01,,,,,1.0,2.0,7.0,5.0,8.0,,,,7.0
LC_Type1_2018001_aid0138,aid0138,2018-01-01,,,,,,2.0,1.0,,13.0,,,,
LC_Type1_2018001_aid0139,aid0139,2018-01-01,,,,,,3.0,,,7.0,,,,
LC_Type1_2018001_aid0140,aid0140,2018-01-01,,,,,,2.0,,,3.0,,,,
LC_Type1_2018001_aid0141,aid0141,2018-01-01,,,,,1.0,8.0,2.0,,4.0,2.0,,,
LC_Type1_2018001_aid0142,aid0142,2018-01-01,,,,,1.0,11.0,4.0,,2.0,,,,
LC_Type1_2018001_aid0143,aid0143,2018-01-01,,,,,,2.0,2.0,,6.0,,,,3.0
LC_Type1_2018001_aid0144,aid0144,2018-01-01,,1.0,,,3.0,13.0,2.0,,10.0,,,,
LC_Type1_2018001_aid0145,aid0145,2018-01-01,,2.0,,,5.0,2.0,4.0,,,3.0,,,1.0
LC_Type1_2018001_aid0146,aid0146,2018-01-01,,7.0,,,12.0,,,,,4.0,,,
LC_Type1_2018001_aid0147,aid0147,2018-01-01,,2.0,,,2.0,2.0,5.0,,4.0,,,,
LC_Type1_2018001_aid0148,aid0148,2018-01-01,,,,,3.0,5.0,7.0,,2.0,,,,5.0
LC_Type1_2018001_aid0149,aid0149,2018-01-01,,2.0,,,5.0,,6.0,,4.0,,,,
LC_Type1_2018001_aid0150,aid0150,2018-01-01,,4.0,,,5.0,1.0,10.0,,12.0,,,,
LC_Type1_2018001_aid0151,aid0151,2018-01-01,,4.0,,,1.0,,7.0,,5.0,,,,
LC_Type1_2018001_aid0152,aid0152,2018-01-01,,5.0,,,3.0,2.0,13.0,,3.0,,,,2.0
LC_Type1_2018001_aid0153,aid0153,2018-01-01,,10.0,,,6.0,2.0,16.0,2.0,,,,,2.0
LC_Type1_2018001_aid0154,aid0154,2018-01-01,,,,,3.0,,12.0,,2.0,1.0,,,
LC_Type1_2018001_aid0155,aid0155,2018-01-01,,426.0,16.0,,116.0,40.0,7.0,,1.0,,,,
LC_Type1_2018001_aid0156,aid0156,2018-01-01,,3.0,,,2.0,3.0,4.0,,3.0,,,,
LC_Type1_2018001_aid0157,aid0157,2018-01-01,,,,,2.0,2.0,7.0,1.0,1.0,3.0,,,3.0
LC_Type1_2018001_aid0158,aid0158,2018-01-01,,,,,,4.0,7.0,,4.0,,,,
LC_Type1_2018001_aid0159,aid0159,2018-01-01,,,,,,2.0,5.0,,6.0,,,,
LC_Type1_2018001_aid0160,aid0160,2018-01-01,,,,,3.0,3.0,8.0,,45.0,3.0,,,
LC_Type1_2018001_aid0161,aid0161,2018-01-01,,,,,,16.0,2.0,,3.0,,,,
LC_Type1_2018001_aid0162,aid0162,2018-01-01,,6.0,15.0,,34.0,11.0,,,,,,,
LC_Type1_2018001_aid0163,aid0163,2018-01-01,,,,,,23.0,4.0,,,,,,
LC_Type1_2018001_aid0164,aid0164,2018-01-01,,10.0,,,31.0,8.0,3.0,,1.0,,,,
LC_Type1_2018001_aid0165,aid0165,2018-01-01,,,,,,,1.0,,25.0,,,,
LC_Type1_2018001_aid0166,aid0166,2018-01-01,,,,,,,1.0,,31.0,,,,
LC_Type1_2018001_aid0167,aid0167,2018-01-01,,,,,,2.0,,,10.0,,,,
LC_Type1_2018001_aid0168,aid0168,2018-01-01,,,,,,28.0,2.0,,23.0,3.0,,,
LC_Type1_2018001_aid0169,aid0169,2018-01-01,,7.0,,,15.0,14.0,2.0,,17.0,,,,
LC_Type1_2018001_aid0170,aid0170,2018-01-01,,,,,,1.0,1.0,,11.0,2.0,,,
LC_Type1_2018001_aid0171,aid0171,2018-01-01,,,,,,16.0,4.0,,3.0,,,,
LC_Type1_2018001_aid0172,aid0172,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0173,aid0173,2018-01-01,,,,,,20.0,11.0,,12.0,2.0,,,
LC_Type1_2018001_aid0174,aid0174,2018-01-01,,,,,,5.0,,,,7.0,,,
LC_Type1_2018001_aid0175,aid0175,2018-01-01,,11.0,,,26.0,29.0,1.0,,4.0,6.0,,,
LC_Type1_2018001_aid0176,aid0176,2018-01-01,,,,,,,5.0,,39.0,,,,
LC_Type1_2018001_aid0177,aid0177,2018-01-01,,,,,,1.0,4.0,,26.0,,,,
LC_Type1_2018001_aid0178,aid0178,2018-01-01,,,,,,2.0,1.0,,10.0,,,,
LC_Type1_2018001_aid0179,aid0179,2018-01-01,,,,,1.0,7.0,,,,5.0,,,
LC_Type1_2018001_aid0180,aid0180,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0181,aid0181,2018-01-01,,,,,,,,,3.0,2.0,,,
LC_Type1_2018001_aid0182,aid0182,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0183,aid0183,2018-01-01,,,,,,4.0,7.0,,18.0,,,,
LC_Type1_2018001_aid0184,aid0184,2018-01-01,,,,,7.0,11.0,8.0,,9.0,,,,
LC_Type1_2018001_aid0185,aid0185,2018-01-01,,,,,9.0,4.0,,,,,,,
LC_Type1_2018001_aid0186,aid0186,2018-01-01,,,,,3.0,10.0,2.0,,8.0,,,,
LC_Type1_2018001_aid0187,aid0187,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0188,aid0188,2018-01-01,,,,,,1.0,,,2.0,2.0,,,
LC_Type1_2018001_aid0189,aid0189,2018-01-01,,,,,4.0,25.0,2.0,,9.0,3.0,1.0,,
LC_Type1_2018001_aid0190,aid0190,2018-01-01,,,,,8.0,4.0,,,,,,,
LC_Type1_2018001_aid0191,aid0191,2018-01-01,,,,,9.0,14.0,,,12.0,,,,
LC_Type1_2018001_aid0192,aid0192,2018-01-01,,,,,,,,,1.0,1.0,,,
LC_Type1_2018001_aid0193,aid0193,2018-01-01,,,,,20.0,5.0,,,,,,,
LC_Type1_2018001_aid0194,aid0194,2018-01-01,,,,,11.0,32.0,,,4.0,,,,
LC_Type1_2018001_aid0195,aid0195,2018-01-01,,,,,2.0,3.0,1.0,,15.0,,,,
LC_Type1_2018001_aid0196,aid0196,2018-01-01,,2.0,8.0,,29.0,4.0,,,4.0,,,,
LC_Type1_2018001_aid0197,aid0197,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0198,aid0198,2018-01-01,,,,,2.0,15.0,,,4.0,1.0,,,
LC_Type1_2018001_aid0199,aid0199,2018-01-01,,,,,13.0,19.0,6.0,,10.0,1.0,,,
LC_Type1_2018001_aid0200,aid0200,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0201,aid0201,2018-01-01,,5.0,2.0,,30.0,20.0,,,,,,,
LC_Type1_2018001_aid0202,aid0202,2018-01-01,,,,,1.0,18.0,1.0,,10.0,,,,
LC_Type1_2018001_aid0203,aid0203,2018-01-01,,30.0,,,34.0,4.0,,,,,,,
LC_Type1_2018001_aid0204,aid0204,2018-01-01,,,,,22.0,10.0,,,,,,,
LC_Type1_2018001_aid0205,aid0205,2018-01-01,,,,,1.0,1.0,1.0,,11.0,,,,
LC_Type1_2018001_aid0206,aid0206,2018-01-01,,,,,4.0,9.0,,,12.0,,,,
LC_Type1_2018001_aid0207,aid0207,2018-01-01,,,,,,1.0,,,4.0,1.0,,,
LC_Type1_2018001_aid0208,aid0208,2018-01-01,,,,,13.0,15.0,,,5.0,,,,
LC_Type1_2018001_aid0209,aid0209,2018-01-01,,4.0,,,21.0,21.0,,,,,,,
LC_Type1_2018001_aid0210,aid0210,2018-01-01,,,3.0,,25.0,31.0,1.0,,3.0,,,,
LC_Type1_2018001_aid0211,aid0211,2018-01-01,,,,,3.0,4.0,1.0,,5.0,2.0,1.0,,
LC_Type1_2018001_aid0212,aid0212,2018-01-01,,,,,,1.0,,,5.0,7.0,,,
LC_Type1_2018001_aid0213,aid0213,2018-01-01,,5.0,,,22.0,12.0,,,,,,,
LC_Type1_2018001_aid0214,aid0214,2018-01-01,,,,,2.0,13.0,5.0,,9.0,,,,
LC_Type1_2018001_aid0215,aid0215,2018-01-01,,,,,,1.0,,,,2.0,,,
LC_Type1_2018001_aid0216,aid0216,2018-01-01,,,,,,,,,,4.0,,,
LC_Type1_2018001_aid0217,aid0217,2018-01-01,,1.0,,,22.0,8.0,,,8.0,,,,
LC_Type1_2018001_aid0218,aid0218,2018-01-01,,,,,,7.0,9.0,,2.0,,,,
LC_Type1_2018001_aid0219,aid0219,2018-01-01,,,,,20.0,14.0,,,,,,,
LC_Type1_2018001_aid0220,aid0220,2018-01-01,,,,,5.0,6.0,,,,,,,
LC_Type1_2018001_aid0221,aid0221,2018-01-01,,,,,2.0,3.0,,,,,,,1.0
LC_Type1_2018001_aid0222,aid0222,2018-01-01,,,,,9.0,6.0,,,2.0,,,,
LC_Type1_2018001_aid0223,aid0223,2018-01-01,,,,,,6.0,1.0,,,,,,2.0
LC_Type1_2018001_aid0224,aid0224,2018-01-01,,,,,8.0,5.0,,,1.0,,,,1.0
LC_Type1_2018001_aid0225,aid0225,2018-01-01,,,,,2.0,2.0,,,2.0,,,,1.0
LC_Type1_2018001_aid0226,aid0226,2018-01-01,,,,,,1.0,,,1.0,,,,2.0
LC_Type1_2018001_aid0227,aid0227,2018-01-01,,,,,,8.0,10.0,,,,,,1.0
LC_Type1_2018001_aid0228,aid0228,2018-01-01,,,,,,6.0,2.0,1.0,1.0,,,,4.0
LC_Type1_2018001_aid0229,aid0229,2018-01-01,,,,,2.0,5.0,,,1.0,,,,
LC_Type1_2018001_aid0230,aid0230,2018-01-01,,,,,4.0,7.0,,,3.0,,,,1.0
LC_Type1_2018001_aid0231,aid0231,2018-01-01,,,,,,5.0,1.0,,,,,,2.0
LC_Type1_2018001_aid0232,aid0232,2018-01-01,,,,,,5.0,1.0,,,,,,1.0
LC_Type1_2018001_aid0233,aid0233,2018-01-01,,,,,10.0,1.0,,,,,,,
LC_Type1_2018001_aid0234,aid0234,2018-01-01,,,,,3.0,1.0,,,,,,,1.0
LC_Type1_2018001_aid0235,aid0235,2018-01-01,,,,,6.0,11.0,,,,,,,
LC_Type1_2018001_aid0236,aid0236,2018-01-01,,,,,3.0,23.0,7.0,,2.0,,,,
LC_Type1_2018001_aid0237,aid0237,2018-01-01,,,,,3.0,4.0,1.0,,,,,,
LC_Type1_2018001_aid0238,aid0238,2018-01-01,,,,,,,,,,,,,1.0
LC_Type1_2018001_aid0239,aid0239,2018-01-01,,,,,,5.0,,,1.0,1.0,,,
LC_Type1_2018001_aid0240,aid0240,2018-01-01,,,,,1.0,6.0,1.0,,1.0,,,,
LC_Type1_2018001_aid0241,aid0241,2018-01-01,,,,,,,,,9.0,,,,
LC_Type1_2018001_aid0242,aid0242,2018-01-01,,,,,,19.0,6.0,,36.0,,5.0,,
LC_Type1_2018001_aid0243,aid0243,2018-01-01,,,,,,8.0,3.0,,30.0,,,,
LC_Type1_2018001_aid0244,aid0244,2018-01-01,,,,,,,2.0,,4.0,,,,
LC_Type1_2018001_aid0245,aid0245,2018-01-01,,,,,,3.0,,,23.0,,,,
LC_Type1_2018001_aid0246,aid0246,2018-01-01,,,,,,6.0,,,4.0,,,,
LC_Type1_2018001_aid0247,aid0247,2018-01-01,,,,,,4.0,,,1.0,1.0,,,
LC_Type1_2018001_aid0248,aid0248,2018-01-01,,,,,,1.0,9.0,,8.0,,,,
LC_Type1_2018001_aid0249,aid0249,2018-01-01,,,,,5.0,13.0,3.0,,6.0,,,,
LC_Type1_2018001_aid0250,aid0250,2018-01-01,,,,,,1.0,3.0,,22.0,,,,
LC_Type1_2018001_aid0251,aid0251,2018-01-01,,,,,,3.0,3.0,,4.0,2.0,,,
LC_Type1_2018001_aid0252,aid0252,2018-01-01,,,,,,,5.0,,30.0,,,,
LC_Type1_2018001_aid0253,aid0253,2018-01-01,,,,,,6.0,3.0,,15.0,,,,
LC_Type1_2018001_aid0254,aid0254,2018-01-01,,,,,,5.0,,,1.0,3.0,,,
LC_Type1_2018001_aid0255,aid0255,2018-01-01,,,,,,4.0,2.0,,13.0,,,,
LC_Type1_2018001_aid0256,aid0256,2018-01-01,,,,,,,2.0,,7.0,4.0,,,
LC_Type1_2018001_aid0257,aid0257,2018-01-01,,,,,,,,,11.0,1.0,,,
LC_Type1_2018001_aid0258,aid0258,2018-01-01,,,,,,3.0,2.0,,7.0,1.0,,,
LC_Type1_2018001_aid0259,aid0259,2018-01-01,,,,,,2.0,,,2.0,2.0,,,
LC_Type1_2018001_aid0260,aid0260,2018-01-01,,,,,,1.0,,,8.0,6.0,,,
LC_Type1_2018001_aid0261,aid0261,2018-01-01,,,,,,,,,20.0,,,,
LC_Type1_2018001_aid0262,aid0262,2018-01-01,,,,,,1.0,,,13.0,,,,
LC_Type1_2018001_aid0263,aid0263,2018-01-01,,,,,,4.0,,,8.0,,,,
LC_Type1_2018001_aid0264,aid0264,2018-01-01,,26.0,,,26.0,15.0,9.0,,40.0,,,,
LC_Type1_2018001_aid0265,aid0265,2018-01-01,,,,,6.0,10.0,9.0,,19.0,,,,
LC_Type1_2018001_aid0266,aid0266,2018-01-01,,,,,,5.0,,,25.0,,,,
LC_Type1_2018001_aid0267,aid0267,2018-01-01,,,,,,1.0,2.0,,8.0,5.0,,,
LC_Type1_2018001_aid0268,aid0268,2018-01-01,,,,,1.0,7.0,2.0,,15.0,,,,
LC_Type1_2018001_aid0269,aid0269,2018-01-01,,,,,,,9.0,,18.0,,,,
LC_Type1_2018001_aid0270,aid0270,2018-01-01,,282.0,,,112.0,56.0,4.0,,4.0,,,,
